Customer_No,Purchase,Dollars_Spent,Yearly_Income,Home_Value,Order_Frequency,Recency,Married,Name_Prefix,Age,Telemarket_Ind.,Rents_Apartment,Occupied_<1 yr,Domestic_Prod,Apparel_Purch,Leisure_Prod,Kitchen_Prod,Luxury_Items,Promo_1-7_mon,Promo_8-13_mon,County_Code,Total_Returns,Mens_Apparel,Flatware_Purch,Dishes_Purch,Home_Furniture,Lamps_Purch,Linens_Purch,Blankets_Purch,Towels_Purch,Outdoor_Prod,Coats_Purch,Ladies_Coats,Ladies_Apparel,His_Her_Apparel,Jewelry_Purch,Date_1st_Order,Telemarket_Ord,Account_Number,State_Code,Race,Heating_Type,Number_of_Cars,Number_of_Kids,Travel_Time,Education_Level,Job_Category,$_Value_per_Mailing,Total_Dining_kitch_dish_flat,Sex
1102,1,146,31000,56600,1.85,173,1,None,25,1,0,1,1,1,0,0,0,44,41,0,6,0,0,0,2,0,1,0,0,0,0,0,0,0,3,15/06/1998,0,1522133576,WI,1,2,2,4,20,2,11,1.717647059,0,female
1103,1,803,20800,134000,11.4,121,0,Mr,26,1,0,0,0,1,4,0,1,82,5,9,2,3,0,0,2,1,0,0,0,4,0,0,2,0,5,15/06/1998,0,1522199999,MA,1,3,1,2,17,2,16,9.229885058,0,male
1104,1,1012,34800,202100,3.45,8,0,Ms,32,1,0,0,3,5,1,1,0,54,37,59,6,4,0,0,0,1,3,1,2,0,1,0,0,0,0,15/06/1998,0,1522630431,CA,1,2,1,0,19,3,16,11.12087912,1,female
1105,0,139,37100,130600,0.8,151,0,Ms,31,1,0,0,1,1,0,0,0,30,15,0,-999,0,0,0,0,1,0,0,1,0,0,0,0,0,1,15/06/1998,0,1522988946,RI,1,2,2,0,18,2,1,3.088888889,0,female
1106,1,0,45100,247100,0.53,1234,0,Ms,27,1,0,0,0,0,0,0,0,18,4,75,-999,0,1,0,0,0,0,0,1,0,0,0,0,0,0,15/06/1998,0,1523156766,CA,1,2,1,0,29,3,1,0,1,female
1107,1,516,34700,84900,6.64,28,1,Mrs,32,1,0,1,3,5,0,0,0,46,40,0,5,1,1,0,2,1,0,0,2,2,0,0,10,0,0,15/06/1998,0,1523307138,WA,1,1,2,0,29,3,16,6,1,female
1108,0,0,29600,65600,1.6,456,1,Mrs,37,1,0,1,0,0,0,0,0,20,14,169,-999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15/06/1998,0,1523619698,MO,1,1,2,3,18,3,16,0,0,female
1109,1,1229,39200,78700,4.26,54,0,Ms,25,1,0,1,0,9,5,0,0,84,49,0,-999,1,0,0,0,0,0,0,0,6,2,0,6,0,1,15/06/1998,0,1523703856,GA,1,2,2,0,19,3,11,9.240601504,0,female
1110,0,0,12100,20900,1.6,471,0,Mr,26,1,0,0,0,0,0,0,0,21,20,29,-999,0,1,0,0,0,0,0,1,1,0,0,0,0,0,15/06/1998,0,1523893202,NY,2,2,1,0,18,2,9,0,1,male
1111,0,270,33000,87800,19.83,178,1,Mrs,25,1,0,0,4,0,0,0,0,88,73,0,-999,0,0,0,0,2,2,3,10,6,0,0,1,1,4,15/06/1998,0,1523926762,CA,1,2,2,0,16,3,16,1.677018634,0,female
1112,1,0,24800,52300,1.61,574,0,Ms,22,1,0,0,0,0,0,0,0,15,10,41,4,0,0,0,0,0,1,0,2,1,0,0,0,0,0,15/06/1998,0,1524326285,WA,1,1,2,0,14,3,16,0,0,female
1113,0,0,52300,192800,1.07,1079,0,Ms,30,1,0,0,0,0,0,0,0,21,16,85,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,15/06/1998,0,1524924378,CA,4,2,2,0,24,2,11,0,0,female
1114,0,1382,33100,53600,2.97,32,1,None,27,1,0,0,0,0,1,0,1,66,41,501,-999,0,0,0,2,0,3,0,1,0,1,0,0,0,0,15/06/1998,1,1526194400,TX,1,2,2,0,9,2,14,12.91588785,0,female
1115,0,0,32200,85600,2.43,688,1,Ms,17,1,0,0,0,0,0,0,0,40,27,13,5,0,0,0,0,0,0,0,2,0,0,0,1,0,0,15/06/1998,0,1526206451,AZ,1,1,1,0,20,3,15,0,0,female
1116,0,0,22400,36600,0.54,373,1,Mr,28,1,0,0,0,0,0,0,0,18,3,9,-999,0,0,1,0,0,0,1,1,0,0,0,0,0,0,14/06/1998,0,1526304876,MO,1,4,2,0,22,2,11,0,1,male
1117,0,0,33800,65000,0.54,694,0,Ms,26,1,1,0,0,0,0,0,0,18,21,25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14/06/1998,0,1526964885,FL,1,1,2,0,26,2,1,0,1,female
1118,0,274,23900,43900,2.43,113,0,Ms,33,1,0,0,4,1,0,0,0,50,24,73,-999,0,0,0,3,1,0,0,2,0,0,0,0,0,2,14/06/1998,0,1527060915,AL,2,2,1,0,19,3,16,3.702702703,0,female
1119,1,0,28000,48700,1.08,708,1,Mrs,62,1,0,0,0,0,0,0,0,22,14,113,-999,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14/06/1998,0,1527158214,TX,2,2,2,0,29,2,1,0,0,female
1120,0,149,39700,65000,5.69,295,1,Mrs,26,1,0,0,1,0,0,0,0,44,32,41,6,0,0,1,1,0,4,0,0,1,0,0,1,0,3,14/06/1998,0,1527208258,VA,1,1,2,2,24,3,1,1.960526316,1,female
1121,0,55,47800,155200,1.9,184,1,Ms,41,1,0,0,0,0,1,0,0,35,27,59,-999,0,0,0,1,3,0,0,0,2,0,0,0,0,0,14/06/1998,0,1527348989,NY,2,3,2,0,24,3,1,0.887096774,0,female
1122,1,243,37000,126700,1.89,175,1,Mr,31,1,0,0,1,3,0,0,0,28,0,81,-999,0,1,0,0,0,0,0,1,0,0,0,2,0,2,14/06/1998,0,1527388431,NY,2,2,1,2,41,2,1,8.678571429,1,male
1123,0,164,23000,31900,2.98,316,0,Ms,34,1,0,0,0,0,0,1,0,56,35,3,6,0,1,0,1,1,3,0,2,1,0,0,1,1,3,14/06/1998,0,1527459026,PA,1,2,1,0,26,3,9,1.802197802,2,female
1124,1,120,21100,41700,1.63,280,0,Ms,29,1,0,0,0,1,0,0,0,28,10,123,2,0,0,0,0,0,1,0,0,0,0,1,2,0,0,14/06/1998,0,1527590721,AR,2,2,1,0,12,2,16,3.157894737,0,female
1125,0,0,17200,42300,1.08,372,1,Ms,31,1,0,0,0,0,0,0,0,7,15,45,-999,0,0,0,0,0,0,1,1,0,0,0,0,0,0,14/06/1998,0,1527805228,NC,2,2,1,1,15,2,11,0,0,female
1126,1,177,39000,237000,3.8,75,0,Ms,28,1,1,1,3,1,0,0,0,38,36,85,7,2,1,0,3,0,1,0,1,1,0,0,2,0,0,14/06/1998,0,1527816514,CA,1,1,2,0,21,3,11,2.391891892,1,female
1127,1,1249,33300,66300,4.35,33,1,Ms,38,1,0,1,0,1,4,0,1,63,43,25,12,0,0,0,0,0,0,0,0,5,0,1,2,0,1,14/06/1998,0,1528182171,NC,1,1,2,8,20,2,11,11.78301887,0,female
1128,0,111,26700,58000,1.36,33,1,Ms,27,1,0,0,0,0,0,0,0,9,11,55,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13/06/1998,0,1528254871,SC,1,1,2,2,15,2,11,5.55,0,female
1129,0,1081,18800,43300,3.27,192,1,None,31,1,0,0,0,1,3,0,1,0,5,121,-999,1,0,1,0,0,1,0,3,1,0,0,0,0,0,18/05/1998,0,1529364158,KY,1,2,1,0,15,1,16,216.2,1,female
1130,1,928,35100,103600,5.73,7,1,Mrs,30,1,0,0,8,0,2,0,1,87,52,33,12,0,0,0,2,0,2,0,5,0,0,0,0,0,4,14/06/1998,1,1529626853,WA,5,2,2,0,22,3,16,6.676258993,0,female
1131,1,361,39200,71600,1.64,156,1,Mr,28,1,0,0,0,1,1,0,0,39,33,0,-999,0,0,0,1,0,0,0,1,0,0,0,0,0,1,14/06/1998,0,1529675397,IN,1,2,2,0,26,3,11,5.013888889,0,male
1132,0,290,22000,37500,1.36,106,1,Mrs,39,1,0,0,4,1,0,0,0,33,0,13,2,0,0,0,2,0,3,0,0,0,0,0,0,0,1,14/06/1998,0,1529891267,MI,1,2,2,0,11,3,11,8.787878788,0,female
1133,0,352,39200,64600,2.74,248,1,Ms,37,1,0,0,2,1,0,0,0,39,29,27,1,0,0,0,1,1,0,0,3,0,0,0,2,0,1,14/06/1998,0,1530465317,MO,1,1,2,2,25,3,1,5.176470588,0,female
1134,1,493,40100,84200,4.12,10,1,Mrs,35,1,0,0,3,1,0,2,0,56,44,73,-999,0,2,0,0,0,2,0,2,0,0,0,0,0,2,14/06/1998,1,1531226049,AL,2,2,2,2,22,3,1,4.93,4,female
1135,1,242,32400,64400,2.34,196,0,Ms,34,1,0,1,0,2,0,0,0,38,26,121,2,0,1,0,0,0,0,0,0,0,0,0,1,1,2,11/06/1998,0,1531254959,GA,1,2,2,0,24,3,1,3.78125,1,female
1136,0,445,31550,59201,4.13,26,1,Ms,27,1,0,0,0,8,0,0,0,50,43,-999,12,0,0,1,0,0,0,0,0,0,0,0,9,1,6,13/06/1998,0,1531545612,NC,1,2,2,3,19.7603005,3,11,4.784946237,1,female
1137,0,861,26100,36100,8.28,25,1,Mr,29,1,0,0,5,0,4,1,0,80,60,0,23,3,0,0,10,0,0,3,4,7,0,0,1,0,2,14/06/1998,0,1531780466,WI,1,3,2,3,10,3,13,6.15,1,male
1138,0,143,31000,44300,1.93,142,1,Ms,27,1,0,0,0,0,1,0,0,28,20,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13/06/1998,0,1531872552,WI,1,4,2,0,18,2,11,2.979166667,0,female
1139,0,2114,27500,39200,7.73,1,1,Ms,27,1,0,0,8,5,7,6,1,70,51,173,11,4,0,0,0,0,0,0,3,5,0,1,1,0,0,14/06/1998,0,1532071469,KS,1,2,1,1,15,3,9,17.47107438,6,female
1140,1,642,9700,112500,10.24,64,0,None,55,1,1,0,4,2,4,3,0,85,20,1,-999,0,2,0,1,0,0,1,5,3,0,0,8,0,2,13/06/1998,0,1533051445,NY,2,1,1,0,30,2,9,6.114285714,5,female
1141,1,349,37000,132700,2.49,87,0,None,33,1,0,0,1,0,3,0,0,40,39,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,13/06/1998,0,1533203152,NJ,2,2,1,0,27,2,1,4.417721519,0,female
1142,0,66,41000,100300,2.92,287,1,Ms,25,0,0,0,0,0,0,1,0,43,42,1,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,30/05/1998,0,1533291157,PA,1,3,2,1,19,2,11,0.776470588,1,female
1143,1,402,34200,46500,2.22,93,1,Ms,25,1,0,0,3,1,1,0,0,3,0,167,-999,0,0,0,0,0,1,0,4,1,0,0,0,0,3,13/06/1998,0,1533455927,TX,1,2,2,0,21,2,1,134,0,female
1144,0,426,48100,154700,3.05,184,0,Mr,25,1,0,0,1,0,0,1,1,55,41,31,2,0,0,0,0,0,2,0,2,2,0,0,0,0,1,13/06/1998,0,1533745798,MD,1,2,1,0,26,3,12,4.4375,1,male
1145,0,151,61600,142500,0.55,73,0,Ms,32,1,0,1,0,0,2,0,0,2,2,103,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13/06/1998,0,1534514581,NY,1,2,2,0,29,3,16,37.75,0,female
1146,1,814,26800,50100,1.94,92,1,Mr,33,1,0,1,4,1,0,1,1,46,49,87,-999,0,0,0,0,0,1,3,1,0,0,0,1,0,0,13/06/1998,0,1534662679,PA,1,3,2,0,22,2,11,8.568421053,1,male
1147,0,160,33500,52200,0.55,306,1,Ms,29,1,0,0,0,0,1,2,0,27,0,53,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13/06/1998,0,1535018939,AR,1,2,2,0,13,3,1,5.925925926,2,female
1148,0,1672,82000,245400,11.45,71,0,Ms,39,1,0,0,3,12,1,1,1,79,62,31,6,5,0,0,2,1,3,1,4,2,1,2,9,0,7,13/06/1998,0,1535308603,MD,1,2,2,0,31,3,1,11.85815603,1,female
1149,0,695,44200,55500,3.35,177,1,Mr,41,1,0,0,2,1,0,0,1,70,51,49,-999,0,0,0,0,0,0,3,2,0,0,0,2,0,1,13/06/1998,0,1535370462,MI,1,2,2,0,19,3,11,5.743801653,0,male
1150,1,1879,28600,79500,7.58,33,0,Ms,28,1,0,0,4,5,1,5,1,53,36,47,4,2,1,2,20,0,6,0,6,0,2,3,6,0,4,13/06/1998,0,1536206475,MD,1,1,1,0,10,1,15,21.11235955,8,female
1151,0,143,37300,94600,1.4,229,1,Mrs,30,1,0,0,0,0,0,0,1,47,41,57,-999,0,1,0,0,0,1,0,0,1,0,0,0,0,0,13/06/1998,0,1536221144,FL,1,1,2,1,17,3,1,1.625,1,female
1152,0,394,18700,275000,3.94,74,1,None,34,1,1,0,1,0,1,1,1,47,7,47,6,1,1,0,3,0,1,0,1,2,1,0,0,1,0,13/06/1998,0,1536763517,NY,2,2,1,6,33,2,1,7.296296296,2,female
1153,0,42,30600,65400,2.53,273,1,Ms,25,1,0,0,0,0,1,0,0,50,40,41,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,13/06/1998,0,1536915521,SC,1,3,2,0,13,3,1,0.466666667,0,female
1154,1,299,84600,225000,6.51,99,0,Ms,41,1,1,0,3,0,0,0,1,69,59,61,2,0,0,0,8,1,2,0,2,16,0,0,0,0,0,12/06/1998,0,1537850560,NY,1,3,1,0,25,4,7,2.3359375,0,female
1155,0,391,22300,130000,1.41,115,0,Mr,30,1,1,0,0,3,0,1,0,35,8,1,-999,0,0,0,2,0,1,0,1,0,0,0,3,0,0,12/06/1998,0,1538065556,CA,2,1,1,0,22,3,11,9.093023256,1,male
1156,0,0,21200,38800,1.13,692,1,None,28,1,0,0,0,0,0,0,0,23,23,45,-999,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12/06/1998,0,1538517911,AL,1,1,2,0,24,2,11,0,0,female
1157,1,1740,28300,47800,11.64,67,1,Ms,32,1,0,0,2,1,3,0,0,69,44,113,1,0,0,1,4,1,5,1,5,5,0,0,0,0,6,12/06/1998,0,1538981703,TX,1,2,2,0,18,2,11,15.39823009,1,female
1158,1,2888,23500,42900,0.85,407,1,Ms,38,1,0,0,0,0,2,0,0,34,5,0,-999,0,0,0,0,0,0,1,1,0,0,0,0,0,0,12/06/1998,0,1539062743,MN,1,4,2,0,14,3,16,74.05128205,0,female
1159,1,108,65000,302500,1.7,177,0,Ms,37,1,0,0,1,1,0,0,0,36,22,1,-999,2,0,0,0,0,1,0,0,0,0,0,3,0,1,12/06/1998,0,1539086411,CT,1,3,2,0,32,3,11,1.862068966,0,female
1160,0,1042,30700,216900,9.4,191,1,Ms,34,1,0,1,3,2,3,0,1,61,49,37,-999,0,2,0,11,1,1,0,8,3,3,1,6,1,0,12/06/1998,0,1539465326,CA,4,2,1,2,30,3,14,9.472727273,2,female
1161,0,94,32000,141000,0.85,22,1,Mr,30,1,0,1,0,0,0,0,0,5,12,73,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,0,12/06/1998,0,1539683092,CA,1,2,2,0,23,3,16,5.529411765,0,male
1162,1,617,73900,245600,5.41,38,0,Ms,54,1,0,0,2,2,0,0,1,51,42,27,8,0,0,0,0,1,2,0,3,0,0,1,1,0,9,12/06/1998,0,1539813897,NJ,1,3,2,0,21,3,1,6.634408602,0,female
1163,0,475,33100,75300,2,93,1,Mr,25,1,0,0,1,0,1,1,0,44,33,277,-999,0,0,0,0,0,0,0,2,0,0,0,1,0,1,12/06/1998,1,1540104807,GA,1,1,2,0,16,1,11,6.168831169,1,male
1164,1,1175,32800,234500,4.01,245,1,None,32,1,0,0,2,0,2,5,0,80,38,81,10,0,0,3,2,2,1,0,5,2,0,0,0,0,0,12/06/1998,0,1540529862,NY,1,3,1,0,43,1,1,9.957627119,8,female
1165,1,58,26000,64800,0.57,141,1,Ms,37,1,0,0,0,0,0,1,0,10,1,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12/06/1998,0,1540583208,OR,1,1,2,1,15,2,11,5.272727273,2,female
1166,0,1026,15000,112500,10.02,22,0,Ms,17,1,0,1,2,2,2,1,0,86,60,3,9,2,0,0,2,0,7,0,2,4,3,1,2,0,0,12/06/1998,1,1540964655,CT,4,2,1,0,15,2,16,7.02739726,1,female
1167,0,0,31300,309800,1.71,612,1,Ms,27,1,0,1,0,0,0,0,0,0,23,3,-999,0,0,0,3,0,1,0,3,0,0,0,0,0,0,12/06/1998,0,1541003107,HI,1,1,1,4,17,3,16,0,0,female
1168,0,294,24400,36300,2.57,37,0,Ms,32,1,0,0,2,1,1,0,0,43,37,31,3,0,0,0,1,1,0,0,0,0,0,1,3,0,0,11/06/1998,0,1541061675,WI,1,2,2,1,9,3,9,3.675,0,female
1169,0,0,73400,161000,0.57,582,0,Ms,40,1,0,0,0,0,0,0,0,13,18,20,-999,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12/06/1998,0,1541108229,AK,1,2,2,0,17,3,1,0,0,female
1170,0,371,30800,56000,3.15,1,0,Ms,25,1,0,0,4,0,0,0,0,30,23,55,7,0,0,0,9,2,0,1,1,0,0,2,0,0,0,10/06/1998,0,1541124143,NY,2,2,1,0,15,3,11,7,0,female
1171,1,56,37400,85400,1.26,284,1,Ms,33,1,0,0,0,0,1,0,0,14,0,7,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/05/1998,0,1541685689,NJ,1,2,2,0,25,3,16,4,0,female
1172,0,0,37400,76900,1.45,430,0,Mr,27,1,0,0,0,0,0,0,0,12,8,15,-999,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11/06/1998,0,1542159932,GA,1,1,2,0,21,2,11,0,0,male
1173,1,2077,36200,51300,8.18,64,1,Mrs,40,0,0,0,3,12,4,5,0,61,42,109,-999,7,1,3,4,0,1,1,5,6,1,0,11,2,1,10/06/1998,0,1542641699,AE,1,2,2,0,19,3,6,20.16504854,9,female
1174,1,1020,25200,86100,3.22,93,1,None,30,1,0,0,0,6,2,0,1,26,14,53,-999,0,0,0,1,0,0,1,0,0,2,0,1,0,3,11/06/1998,0,1542716012,MN,1,2,1,0,17,3,16,25.5,0,female
1175,0,0,23500,42900,0.87,665,0,Ms,25,1,0,0,0,0,0,0,0,27,22,137,-999,0,0,0,1,0,0,1,1,0,0,0,0,0,0,11/06/1998,0,1542909245,MN,1,2,1,3,12,3,16,0,0,female
1176,1,291,19200,37700,7.91,44,0,Ms,30,1,1,0,1,4,0,0,0,74,58,73,-999,0,0,0,0,1,3,0,3,1,0,0,0,6,3,11/06/1998,0,1543078800,TX,1,2,1,0,10,2,16,2.204545455,0,female
1177,0,748,39900,78100,4.41,39,1,Mrs,21,1,0,0,10,0,1,0,0,59,32,259,7,4,0,0,3,0,3,0,9,1,6,0,0,0,0,11/06/1998,0,1543327033,TX,1,2,2,0,14,3,4,8.21978022,0,female
1178,0,66,52800,113600,0.88,262,1,Ms,44,1,0,0,0,0,1,0,0,20,10,91,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,10/06/1998,0,1543468027,SC,1,1,2,2,19,3,11,2.2,0,female
1179,1,682,37800,71600,7.35,213,1,Mrs,39,1,0,0,5,2,4,1,0,66,47,41,2,0,0,0,4,1,1,0,2,7,1,0,4,0,2,11/06/1998,0,1543483786,PA,1,3,2,0,24,2,11,6.03539823,1,female
1180,1,344,22300,105500,6.47,189,1,Ms,25,1,0,1,1,4,0,0,0,75,62,53,4,0,0,0,1,0,5,4,1,3,0,0,9,0,6,11/06/1998,0,1543524159,CA,4,2,1,1,16,3,13,2.510948905,0,female
1181,1,0,35300,51900,1.75,605,0,None,40,1,1,0,0,0,0,0,0,22,14,3,1,0,0,0,6,0,2,1,3,0,0,0,0,0,0,07/06/1998,0,1543621963,PA,1,2,1,1,20,3,1,0,0,female
1182,0,2693,26000,34800,10.29,10,1,Ms,32,1,0,0,4,2,0,1,1,71,66,0,4,0,2,1,1,1,0,0,12,5,0,4,1,1,10,11/06/1998,0,1543783698,OH,1,3,2,1,23,2,11,19.65693431,4,female
1183,1,160,38400,93600,1.47,127,1,None,34,1,0,1,0,4,0,0,0,45,29,31,-999,0,0,0,0,0,0,1,0,0,0,0,4,0,0,11/06/1998,0,1544299769,IL,1,2,1,1,26,2,1,2.162162162,0,female
1184,1,151,23500,51000,1.47,172,0,None,33,1,0,0,0,0,1,1,0,31,0,25,-999,0,2,0,0,0,0,0,1,0,0,0,0,0,0,10/06/1998,0,1544632373,FL,2,1,1,0,31,2,16,4.870967742,3,female
1185,0,327,29700,73300,3.83,120,0,Ms,16,1,0,0,0,4,0,0,0,48,31,161,6,2,0,0,0,0,0,0,0,2,0,0,3,1,0,11/06/1998,0,1544943473,KS,1,2,1,0,11,3,4,4.139240506,0,female
1186,0,0,41500,83300,1.77,457,1,Mrs,34,1,0,0,0,0,0,0,0,10,7,810,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11/06/1998,0,1545372409,VA,1,1,2,2,23,3,16,0,0,female
1187,1,28,26200,70500,0.59,133,1,Ms,35,1,0,0,0,0,0,1,0,3,0,123,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/06/1998,0,1545663062,GA,1,1,1,2,13,2,11,9.333333333,1,female
1188,0,1500,63400,139800,2.07,113,0,Mr,37,1,0,0,0,0,1,0,1,40,35,69,2,1,0,0,1,0,0,1,0,1,1,0,0,0,0,11/06/1998,0,1546084888,AL,1,1,2,0,13,3,15,20,0,male
1189,0,813,46700,147500,1.48,317,1,None,27,1,0,0,9,0,2,0,0,39,21,27,-999,0,0,0,2,0,2,0,1,0,0,0,0,0,0,10/06/1998,0,1546452309,NJ,1,2,2,0,31,2,11,13.55,0,female
1190,0,2413,30100,169000,5.63,43,1,Ms,28,1,1,0,7,6,1,0,1,73,51,37,6,3,0,1,8,0,1,0,5,0,0,0,3,2,1,10/06/1998,0,1546455377,CA,4,2,1,1,22,2,11,19.45967742,1,female
1191,0,271,39900,154900,1.78,78,1,None,29,1,0,0,0,0,1,0,0,50,34,1,-999,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10/06/1998,0,1546955129,CT,1,3,2,2,15,2,11,3.226190476,0,female
1192,1,1277,27800,41800,8.05,12,1,Ms,31,1,0,0,5,3,5,2,0,61,51,109,10,0,0,1,0,1,0,0,5,3,0,0,2,1,2,09/06/1998,1,1547668549,OK,1,2,2,5,19,2,15,11.40178571,3,female
1193,0,94,36100,97000,3.28,137,1,Ms,32,1,0,0,1,0,0,0,0,51,49,0,-999,0,0,1,0,0,0,1,4,0,0,0,0,0,0,09/06/1998,0,1547692606,WV,1,1,2,0,31,2,14,0.94,1,female
1194,0,43,21500,26500,0.89,255,1,Ms,34,1,0,0,0,0,1,0,0,23,20,95,-999,0,0,0,1,0,0,0,0,1,0,0,0,0,0,10/06/1998,0,1547860641,IL,1,2,1,3,12,2,16,1,0,female
1195,0,43,40100,79900,0.59,44,1,Mrs,39,1,0,0,0,0,1,0,0,1,1,23,-999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10/06/1998,0,1548125689,OH,1,2,2,0,19,3,11,21.5,0,female
1196,1,863,28000,58300,3.59,93,1,Ms,28,1,0,1,4,7,1,1,0,39,4,0,3,1,0,0,1,0,2,2,4,0,1,0,2,1,5,10/06/1998,0,1548290533,OH,1,3,2,3,25,2,11,20.06976744,1,female
1197,1,0,30900,66600,0.89,425,1,Mrs,16,1,0,0,0,0,0,0,0,37,25,135,-999,0,1,0,0,0,1,0,0,0,0,0,1,0,0,10/06/1998,0,1548401783,SD,1,1,2,0,12,3,16,0,1,female
1198,0,94,29900,48800,2.09,105,1,Ms,26,1,0,1,1,0,0,0,0,46,45,0,-999,0,0,0,0,0,0,0,1,3,0,1,1,0,0,10/06/1998,0,1548419975,IN,1,2,2,0,11,2,11,1.032967033,0,female
1199,1,323,49900,158200,2.7,15,0,Ms,38,1,0,0,4,1,2,0,0,58,36,0,4,1,0,0,0,0,4,0,2,2,0,0,0,0,0,10/06/1998,0,1548990397,RI,1,3,2,0,22,3,1,3.436170213,0,female
1200,1,0,35500,63000,0.9,612,1,None,31,1,0,1,0,0,0,0,0,45,29,189,-999,0,0,0,0,0,0,0,1,0,2,1,0,0,0,10/06/1998,0,1549584686,MO,1,2,2,0,20,3,1,0,0,female
1201,0,114,25400,55800,2.71,36,1,Ms,36,1,0,0,1,0,0,1,0,43,21,0,3,2,0,0,0,1,1,0,0,0,0,0,0,1,2,10/06/1998,0,1549778379,WV,1,2,1,1,17,2,11,1.78125,1,female
1202,1,1977,48800,159300,10.54,3,0,Ms,35,1,0,0,8,8,4,3,1,86,62,21,-999,0,3,0,5,4,0,2,0,4,4,0,8,2,12,10/06/1998,0,1549868360,MD,1,1,2,1,24,3,1,13.35810811,6,female
1203,1,0,46900,120300,0.9,476,1,Ms,32,1,0,0,0,0,0,0,0,19,7,43,-999,0,0,0,1,0,4,0,0,0,0,0,0,1,0,10/06/1998,0,1549896361,IL,1,2,2,0,23,3,1,0,0,female
1204,0,630,41500,195100,2.12,88,0,Ms,33,1,0,0,1,0,1,0,0,48,41,0,-999,0,0,0,0,0,0,0,1,0,0,0,0,0,1,09/06/1998,0,1550726739,HI,5,1,2,2,32,3,16,7.078651685,0,female
1205,0,271,36500,118000,1.82,240,0,Ms,28,1,0,0,1,0,0,0,1,5,3,17,-999,1,0,0,0,0,0,0,1,1,0,0,0,0,0,09/06/1998,0,1551270166,PA,1,3,1,3,19,3,1,33.875,0,female
1206,0,272,26600,52200,1.21,178,1,Ms,27,1,0,0,0,1,0,0,0,27,15,0,-999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,08/06/1998,0,1551344961,GA,1,2,2,0,21,2,11,6.476190476,1,female
1207,1,697,37400,76700,7.31,45,1,Ms,28,1,0,1,1,3,0,2,1,14,9,51,-999,2,0,0,2,0,1,0,0,2,1,0,3,1,4,09/06/1998,0,1551956830,NC,1,1,2,9,19,3,16,30.30434783,2,female
1208,1,485,33900,80000,3.35,10,0,None,31,1,0,1,0,3,2,0,1,17,8,33,-999,0,0,0,5,0,0,0,3,3,0,0,5,0,0,09/06/1998,0,1552397992,MD,2,1,1,2,34,3,1,19.4,0,female
1209,1,167,24400,39000,2.14,45,1,Ms,27,1,0,0,2,2,0,0,0,41,29,139,-999,0,0,1,2,1,1,0,0,0,0,0,1,1,2,09/06/1998,0,1552595058,MO,1,1,2,0,19,2,11,2.385714286,1,female
1210,1,277,27300,47800,1.22,37,1,Mr,36,1,0,0,0,3,0,0,0,41,22,81,-999,1,0,0,1,0,1,0,0,0,0,0,2,0,0,09/06/1998,0,1552945543,PA,1,3,2,0,24,2,11,4.396825397,0,male
1211,0,107,21700,42100,2.76,116,1,Ms,34,1,0,0,0,1,0,0,0,38,25,1,7,0,0,0,2,0,0,0,0,3,0,0,0,0,2,09/06/1998,0,1552979062,NC,1,1,2,2,17,2,11,1.698412698,0,female
1212,0,278,31800,58600,2.75,183,1,Ms,35,1,0,1,0,1,1,2,0,58,50,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,09/06/1998,0,1553047216,TX,1,1,2,0,19,3,16,2.574074074,2,female
1213,1,84,35900,46000,0.92,51,0,Ms,32,1,0,0,1,0,0,1,0,12,1,51,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/06/1998,0,1553220417,OR,1,2,2,0,18,3,16,6.461538462,1,female
1214,0,2096,32100,59600,2.45,30,1,Mr,25,1,0,1,0,0,4,0,1,54,28,0,6,1,0,0,0,0,0,0,1,1,0,0,0,0,0,09/06/1998,1,1553360346,MO,1,1,2,0,30,2,11,25.56097561,0,male
